"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060099","BP","GO:0060099","regulation of phagocytosis, engulfment","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"948/2624",2
"GO:0060354","BP","GO:0060354","negative regulation of cell adhesion molecule production","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"407006/407007",2
"GO:0060572","BP","GO:0060572","morphogenesis of an epithelial bud","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"2263/8626",2
"GO:0090280","BP","GO:0090280","positive regulation of calcium ion import","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"6347/6387",2
"GO:1905153","BP","GO:1905153","regulation of membrane invagination","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"948/2624",2
"GO:2001028","BP","GO:2001028","positive regulation of endothelial cell chemotaxis","2/107","15/18903",0.00317647898178685,0.0131861190827188,0.00594960097443437,"2247/4233",2
"GO:0043303","BP","GO:0043303","mast cell degranulation","3/107","52/18903",0.0031860145594158,0.0132104336011359,0.00596057172948059,"695/2623/2624",3
"GO:0010469","BP","GO:0010469","regulation of signaling receptor activity","5/107","175/18903",0.00319208804043194,0.0132104336011359,0.00596057172948059,"6347/1950/3458/4585/5468",5
"GO:0031056","BP","GO:0031056","regulation of histone modification","5/107","175/18903",0.00319208804043194,0.0132104336011359,0.00596057172948059,"672/1111/50943/2624/5079",5
"GO:0002444","BP","GO:0002444","myeloid leukocyte mediated immunity","4/107","107/18903",0.00320348213549009,0.0132441011176314,0.00597576257431464,"695/2623/2624/3569",4
"GO:0090263","BP","GO:0090263","positive regulation of canonical Wnt signaling pathway","4/107","108/18903",0.00331241164041765,0.0136805293766843,0.00617267980060712,"857/1950/2247/2263",4
"GO:0002639","BP","GO:0002639","positive regulation of immunoglobulin production","3/107","53/18903",0.0033634027799078,0.0138629502003502,0.0062549884088816,"695/3569/7037",3
"GO:0046638","BP","GO:0046638","positive regulation of alpha-beta T cell differentiation","3/107","53/18903",0.0033634027799078,0.0138629502003502,0.0062549884088816,"50943/3458/7048",3
"GO:0006898","BP","GO:0006898","receptor-mediated endocytosis","6/107","257/18903",0.00343068871024319,0.0141259563509912,0.00637365726363104,"857/948/1950/406988/7037/7048",6
"GO:0048771","BP","GO:0048771","tissue remodeling","5/107","179/18903",0.00351570871608516,0.0144613767430871,0.00652499955616914,"857/3569/4286/5468/7037",5
"GO:0002279","BP","GO:0002279","mast cell activation involved in immune response","3/107","54/18903",0.00354673032743075,0.0145448153891812,0.0065626472254335,"695/2623/2624",3
"GO:0030520","BP","GO:0030520","intracellular estrogen receptor signaling pathway","3/107","54/18903",0.00354673032743075,0.0145448153891812,0.0065626472254335,"672/6502/8626",3
"GO:0071168","BP","GO:0071168","protein localization to chromatin","3/107","54/18903",0.00354673032743075,0.0145448153891812,0.0065626472254335,"113130/2146/5347",3
"GO:0016573","BP","GO:0016573","histone acetylation","5/107","180/18903",0.00360016682524815,0.0147285050026078,0.00664552831396156,"672/675/1111/50943/2624",5
"GO:0021984","BP","GO:0021984","adenohypophysis development","2/107","16/18903",0.00361689173046323,0.0147285050026078,0.00664552831396156,"2247/2624",2
"GO:0030214","BP","GO:0030214","hyaluronan catabolic process","2/107","16/18903",0.00361689173046323,0.0147285050026078,0.00664552831396156,"960/2247",2
"GO:0051044","BP","GO:0051044","positive regulation of membrane protein ectodomain proteolysis","2/107","16/18903",0.00361689173046323,0.0147285050026078,0.00664552831396156,"3458/3553",2
"GO:0061101","BP","GO:0061101","neuroendocrine cell differentiation","2/107","16/18903",0.00361689173046323,0.0147285050026078,0.00664552831396156,"2247/2624",2
"GO:1902033","BP","GO:1902033","regulation of hematopoietic stem cell proliferation","2/107","16/18903",0.00361689173046323,0.0147285050026078,0.00664552831396156,"407006/407007",2
"GO:1903799","BP","GO:1903799","negative regulation of miRNA maturation","2/107","16/18903",0.00361689173046323,0.0147285050026078,0.00664552831396156,"3569/7015",2
"GO:0002448","BP","GO:0002448","mast cell mediated immunity","3/107","55/18903",0.00373605851402008,0.0151681736273503,0.00684390759916187,"695/2623/2624",3
"GO:0003229","BP","GO:0003229","ventricular cardiac muscle tissue development","3/107","55/18903",0.00373605851402008,0.0151681736273503,0.00684390759916187,"2022/2263/3084",3
"GO:0031103","BP","GO:0031103","axon regeneration","3/107","55/18903",0.00373605851402008,0.0151681736273503,0.00684390759916187,"3725/407006/407007",3
"GO:0097553","BP","GO:0097553","calcium ion transmembrane import into cytosol","5/107","182/18903",0.00377344369665596,0.0153046658515068,0.0069054931395889,"857/930/2247/3973/7070",5
"GO:0010975","BP","GO:0010975","regulation of neuron projection development","8/107","446/18903",0.00384297221783607,0.0155711257161374,0.00702572031638814,"991/6387/2146/407006/407007/5979/7070/7431",8
"GO:0030073","BP","GO:0030073","insulin secretion","5/107","183/18903",0.00386229016985038,0.0156338120022629,0.00705400448299366,"1080/6927/3458/3553/3569",5
"GO:0002456","BP","GO:0002456","T cell mediated immunity","4/107","113/18903",0.00389507860669881,0.0157039677158968,0.00708565886891116,"50943/3553/3569/3575",4
"GO:0010633","BP","GO:0010633","negative regulation of epithelial cell migration","4/107","113/18903",0.00389507860669881,0.0157039677158968,0.00708565886891116,"2247/407006/5468/28984",4
"GO:0061640","BP","GO:0061640","cytoskeleton-dependent cytokinesis","4/107","113/18903",0.00389507860669881,0.0157039677158968,0.00708565886891116,"9212/332/55143/5347",4
"GO:1904659","BP","GO:1904659","glucose transmembrane transport","4/107","113/18903",0.00389507860669881,0.0157039677158968,0.00708565886891116,"6927/3553/5295/7015",4
"GO:0043370","BP","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","3/107","56/18903",0.00393144705844165,0.015803561667168,0.00713059584132996,"50943/3458/3718",3
"GO:0043551","BP","GO:0043551","regulation of phosphatidylinositol 3-kinase activity","3/107","56/18903",0.00393144705844165,0.015803561667168,0.00713059584132996,"930/2247/5295",3
"GO:0051438","BP","GO:0051438","regulation of ubiquitin-protein transferase activity","3/107","56/18903",0.00393144705844165,0.015803561667168,0.00713059584132996,"701/991/5347",3
"GO:0072594","BP","GO:0072594","establishment of protein localization to organelle","8/107","449/18903",0.00400062445224985,0.0160657487884816,0.00724889514855339,"675/948/983/3458/3973/4792/5295/7015",8
"GO:0002526","BP","GO:0002526","acute inflammatory response","4/107","114/18903",0.00401940541259808,0.0161093329356988,0.00726856039525159,"695/3553/3569/7037",4
"GO:0044344","BP","GO:0044344","cellular response to fibroblast growth factor stimulus","4/107","114/18903",0.00401940541259808,0.0161093329356988,0.00726856039525159,"6347/960/2247/2263",4
"GO:0002040","BP","GO:0002040","sprouting angiogenesis","5/107","185/18903",0.00404446837600078,0.0161938122956327,0.00730667763649818,"2247/2624/406913/407006/407007",5
"GO:0000076","BP","GO:0000076","DNA replication checkpoint signaling","2/107","17/18903",0.00408405367935307,0.0162403073903042,0.00732765630799573,"8318/990",2
"GO:0003198","BP","GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","2/107","17/18903",0.00408405367935307,0.0162403073903042,0.00732765630799573,"2022/7048",2
"GO:0031573","BP","GO:0031573","mitotic intra-S DNA damage checkpoint signaling","2/107","17/18903",0.00408405367935307,0.0162403073903042,0.00732765630799573,"11200/2177",2
"GO:0045019","BP","GO:0045019","negative regulation of nitric oxide biosynthetic process","2/107","17/18903",0.00408405367935307,0.0162403073903042,0.00732765630799573,"857/947",2
"GO:0070200","BP","GO:0070200","establishment of protein localization to telomere","2/107","17/18903",0.00408405367935307,0.0162403073903042,0.00732765630799573,"675/7015",2
"GO:0072224","BP","GO:0072224","metanephric glomerulus development","2/107","17/18903",0.00408405367935307,0.0162403073903042,0.00732765630799573,"947/5979",2
"GO:1904406","BP","GO:1904406","negative regulation of nitric oxide metabolic process","2/107","17/18903",0.00408405367935307,0.0162403073903042,0.00732765630799573,"857/947",2
"GO:0002823","BP","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","3/107","57/18903",0.0041329541057694,0.0164026616072723,0.00740091082673756,"50943/3575/3718",3
"GO:0008347","BP","GO:0008347","glial cell migration","3/107","57/18903",0.0041329541057694,0.0164026616072723,0.00740091082673756,"6347/407006/407007",3
"GO:0018393","BP","GO:0018393","internal peptidyl-lysine acetylation","5/107","186/18903",0.00413782774043776,0.0164059823776966,0.00740240916440829,"672/675/1111/50943/2624",5
"GO:0032414","BP","GO:0032414","positive regulation of ion transmembrane transporter activity","4/107","115/18903",0.00414639243118326,0.0164239169983711,0.00741050129795961,"5243/6347/1080/3458",4
"GO:0008645","BP","GO:0008645","hexose transmembrane transport","4/107","116/18903",0.00427606606921035,0.0169046036043491,0.00762738797108789,"6927/3553/5295/7015",4
"GO:0030518","BP","GO:0030518","intracellular steroid hormone receptor signaling pathway","4/107","116/18903",0.00427606606921035,0.0169046036043491,0.00762738797108789,"672/5241/6502/8626",4
"GO:0006475","BP","GO:0006475","internal protein amino acid acetylation","5/107","188/18903",0.00432915594940022,0.0170978520683795,0.00771458203043853,"672/675/1111/50943/2624",5
"GO:0033619","BP","GO:0033619","membrane protein proteolysis","3/107","58/18903",0.00434063624677636,0.0171099376400573,0.00772003506241709,"3458/3553/5979",3
"GO:0045620","BP","GO:0045620","negative regulation of lymphocyte differentiation","3/107","58/18903",0.00434063624677636,0.0171099376400573,0.00772003506241709,"1493/50943/3718",3
"GO:0003018","BP","GO:0003018","vascular process in circulatory system","6/107","270/18903",0.00436218921980347,0.0171782335167454,0.0077508502865133,"5243/857/948/3043/3350/7037",6
"GO:0043406","BP","GO:0043406","positive regulation of MAP kinase activity","4/107","117/18903",0.00440845255814297,0.0173436120002837,0.00782546935984618,"1950/2146/2247/3553",4
"GO:0007565","BP","GO:0007565","female pregnancy","5/107","189/18903",0.00442715232305017,0.0174003356294738,0.00785106316476982,"2353/3553/4318/5241/7048",5
"GO:0043433","BP","GO:0043433","negative regulation of DNA-binding transcription factor activity","5/107","190/18903",0.00452672186275147,0.0176337293314713,0.00795637082869429,"1029/1869/2146/50943/4792",5
"GO:0050777","BP","GO:0050777","negative regulation of immune response","5/107","190/18903",0.00452672186275147,0.0176337293314713,0.00795637082869429,"1493/50943/3575/3718/5468",5
"GO:0002286","BP","GO:0002286","T cell activation involved in immune response","4/107","118/18903",0.00454357795126382,0.0176337293314713,0.00795637082869429,"50943/3458/3569/3718",4
"GO:0050830","BP","GO:0050830","defense response to Gram-positive bacterium","4/107","118/18903",0.00454357795126382,0.0176337293314713,0.00795637082869429,"948/3553/3569/3575",4
"GO:0071346","BP","GO:0071346","cellular response to interferon-gamma","4/107","118/18903",0.00454357795126382,0.0176337293314713,0.00795637082869429,"6347/3458/5468/7431",4
"GO:1901800","BP","GO:1901800","positive regulation of proteasomal protein catabolic process","4/107","118/18903",0.00454357795126382,0.0176337293314713,0.00795637082869429,"6790/857/991/5347",4
"GO:0007566","BP","GO:0007566","embryo implantation","3/107","59/18903",0.00455454853714086,0.0176337293314713,0.00795637082869429,"3553/4318/7048",3
"GO:0045604","BP","GO:0045604","regulation of epidermal cell differentiation","3/107","59/18903",0.00455454853714086,0.0176337293314713,0.00795637082869429,"2146/2247/8626",3
"GO:0061098","BP","GO:0061098","positive regulation of protein tyrosine kinase activity","3/107","59/18903",0.00455454853714086,0.0176337293314713,0.00795637082869429,"1950/2066/3084",3
"GO:0052547","BP","GO:0052547","regulation of peptidase activity","8/107","459/18903",0.00456256237247507,0.0176337293314713,0.00795637082869429,"332/857/939/960/406988/4318/5468/8626",8
"GO:0006978","BP","GO:0006978","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","2/107","18/18903",0.00457765365273183,0.0176337293314713,0.00795637082869429,"675/11200",2
"GO:0010522","BP","GO:0010522","regulation of calcium ion transport into cytosol","2/107","18/18903",0.00457765365273183,0.0176337293314713,0.00795637082869429,"857/3973",2
"GO:0016264","BP","GO:0016264","gap junction assembly","2/107","18/18903",0.00457765365273183,0.0176337293314713,0.00795637082869429,"857/3553",2
"GO:0030730","BP","GO:0030730","sequestering of triglyceride","2/107","18/18903",0.00457765365273183,0.0176337293314713,0.00795637082869429,"3553/5468",2
"GO:0034501","BP","GO:0034501","protein localization to kinetochore","2/107","18/18903",0.00457765365273183,0.0176337293314713,0.00795637082869429,"9212/983",2
"GO:0035067","BP","GO:0035067","negative regulation of histone acetylation","2/107","18/18903",0.00457765365273183,0.0176337293314713,0.00795637082869429,"672/50943",2
"GO:0045623","BP","GO:0045623","negative regulation of T-helper cell differentiation","2/107","18/18903",0.00457765365273183,0.0176337293314713,0.00795637082869429,"50943/3718",2
"GO:0060644","BP","GO:0060644","mammary gland epithelial cell differentiation","2/107","18/18903",0.00457765365273183,0.0176337293314713,0.00795637082869429,"2066/2247",2
"GO:0150078","BP","GO:0150078","positive regulation of neuroinflammatory response","2/107","18/18903",0.00457765365273183,0.0176337293314713,0.00795637082869429,"3553/3569",2
"GO:1903083","BP","GO:1903083","protein localization to condensed chromosome","2/107","18/18903",0.00457765365273183,0.0176337293314713,0.00795637082869429,"9212/983",2
"GO:2000811","BP","GO:2000811","negative regulation of anoikis","2/107","18/18903",0.00457765365273183,0.0176337293314713,0.00795637082869429,"857/1048",2
"GO:0015749","BP","GO:0015749","monosaccharide transmembrane transport","4/107","119/18903",0.00468146812086052,0.0180165591317965,0.00812910433267446,"6927/3553/5295/7015",4
"GO:0002711","BP","GO:0002711","positive regulation of T cell mediated immunity","3/107","60/18903",0.00477474451646921,0.0182545265427383,0.00823647566241457,"50943/3553/3569",3
"GO:0002886","BP","GO:0002886","regulation of myeloid leukocyte mediated immunity","3/107","60/18903",0.00477474451646921,0.0182545265427383,0.00823647566241457,"695/2623/2624",3
"GO:0043407","BP","GO:0043407","negative regulation of MAP kinase activity","3/107","60/18903",0.00477474451646921,0.0182545265427383,0.00823647566241457,"857/3553/5468",3
